Date,High,Low,Open,Close,Volume,Adj Close
2020-11-12,26.520000457763672,25.035999298095703,25.04400062561035,25.469999313354492,66000,25.469999313354492
2020-11-13,26.799999237060547,24.8799991607666,26.420000076293945,25.309999465942383,126100,25.309999465942383
2020-11-16,26.040000915527344,25.25,26.040000915527344,26.030000686645508,73900,26.030000686645508
2020-11-17,26.700000762939453,25.729999542236328,26.700000762939453,26.299999237060547,92600,26.299999237060547
2020-11-18,26.860000610351562,26.030000686645508,26.479999542236328,26.257999420166016,69200,26.257999420166016
2020-11-19,27.010000228881836,26.190000534057617,26.190000534057617,26.91699981689453,54600,26.91699981689453
2020-11-20,27.552000045776367,26.979999542236328,26.979999542236328,27.479999542236328,76400,27.479999542236328
2020-11-23,29.479999542236328,28.121000289916992,28.530000686645508,29.469999313354492,169900,29.469999313354492
2020-11-24,30.649999618530273,28.850000381469727,30.649999618530273,29.469999313354492,182500,29.469999313354492
2020-11-25,30.0,28.690000534057617,29.079999923706055,29.959999084472656,79900,29.959999084472656
2020-11-27,30.6200008392334,29.99799919128418,30.389999389648438,30.200000762939453,82100,30.200000762939453
2020-11-30,30.739999771118164,28.770000457763672,30.739999771118164,29.798999786376953,131900,29.798999786376953
2020-12-01,30.290000915527344,29.131999969482422,30.219999313354492,29.260000228881836,85200,29.260000228881836
2020-12-02,28.514999389648438,27.25,27.850000381469727,28.510000228881836,70600,28.510000228881836
2020-12-03,29.110000610351562,28.68000030517578,28.8799991607666,28.695999145507812,47700,28.695999145507812
2020-12-04,29.360000610351562,28.795000076293945,29.0,29.325000762939453,36900,29.325000762939453
2020-12-07,30.15999984741211,29.700000762939453,29.889999389648438,29.850000381469727,101900,29.850000381469727
2020-12-08,31.06999969482422,29.75,30.010000228881836,30.950000762939453,126800,30.950000762939453
2020-12-09,31.110000610351562,29.18000030517578,31.0,29.624000549316406,113700,29.624000549316406
2020-12-10,30.170000076293945,29.31999969482422,29.489999771118164,30.170000076293945,49100,30.170000076293945
2020-12-11,30.239999771118164,29.305999755859375,30.0,29.75,53500,29.75
2020-12-14,30.110000610351562,29.59000015258789,29.850000381469727,29.60300064086914,53900,29.60300064086914
2020-12-15,30.479999542236328,29.940000534057617,30.309999465942383,30.291000366210938,40400,30.291000366210938
2020-12-16,30.579999923706055,30.020000457763672,30.530000686645508,30.450000762939453,35000,30.450000762939453
2020-12-17,31.06999969482422,30.59000015258789,30.600000381469727,30.940000534057617,57700,30.940000534057617
2020-12-18,31.950000762939453,30.975000381469727,31.290000915527344,31.510000228881836,79200,31.510000228881836
2020-12-21,32.26900100708008,31.0,31.5,32.257999420166016,77800,32.257999420166016
2020-12-22,34.36000061035156,32.66699981689453,32.790000915527344,34.2599983215332,107000,34.2599983215332
2020-12-23,34.59000015258789,33.63999938964844,34.4900016784668,33.64799880981445,103700,33.64799880981445
2020-12-24,34.13999938964844,32.939998626708984,34.13999938964844,33.040000915527344,53700,33.040000915527344
2020-12-28,33.819000244140625,32.58000183105469,33.689998626708984,32.64099884033203,57300,32.64099884033203
2020-12-29,32.83000183105469,31.43000030517578,32.650001525878906,31.781999588012695,75300,31.781999588012695
2020-12-30,32.57500076293945,31.770000457763672,31.770000457763672,32.45500183105469,21900,32.45500183105469
2020-12-31,32.630001068115234,31.672000885009766,32.630001068115234,31.760000228881836,26500,31.760000228881836
2021-01-04,32.119998931884766,31.020000457763672,32.119998931884766,31.549999237060547,49400,31.549999237060547
2021-01-05,32.119998931884766,31.5,31.799999237060547,32.07699966430664,25300,32.07699966430664
2021-01-06,33.2400016784668,32.20000076293945,32.369998931884766,32.56999969482422,68100,32.56999969482422
2021-01-07,35.106998443603516,33.65399932861328,34.06999969482422,35.09000015258789,83300,35.09000015258789
2021-01-08,36.13999938964844,34.50600051879883,36.13999938964844,35.1349983215332,74600,35.1349983215332
2021-01-11,35.189998626708984,34.31999969482422,35.0,34.9900016784668,58400,34.9900016784668
2021-01-12,35.84000015258789,35.21799850463867,35.529998779296875,35.84000015258789,52300,35.84000015258789
2021-01-13,36.54999923706055,35.65999984741211,36.2400016784668,36.29999923706055,44300,36.29999923706055
2021-01-14,37.255001068115234,36.52000045776367,36.79999923706055,37.029998779296875,83500,37.029998779296875
2021-01-15,37.439998626708984,35.77000045776367,37.439998626708984,36.14899826049805,65400,36.14899826049805
2021-01-19,37.720001220703125,36.79999923706055,36.880001068115234,37.70000076293945,109500,37.70000076293945
2021-01-20,38.380001068115234,37.20000076293945,38.380001068115234,38.15999984741211,102500,38.15999984741211
2021-01-21,38.310001373291016,37.45399856567383,38.15999984741211,38.11000061035156,40200,38.11000061035156
2021-01-22,39.04999923706055,37.5260009765625,38.220001220703125,39.0099983215332,119700,39.0099983215332
2021-01-25,41.369998931884766,38.540000915527344,39.900001525878906,40.310001373291016,153200,40.310001373291016
2021-01-26,42.220001220703125,40.68000030517578,40.7400016784668,42.060001373291016,169900,42.060001373291016
2021-01-27,44.29999923706055,40.400001525878906,40.720001220703125,41.4900016784668,285200,41.4900016784668
2021-01-28,42.470001220703125,39.290000915527344,41.5,39.88999938964844,205700,39.88999938964844
2021-01-29,40.95000076293945,39.209999084472656,40.150001525878906,39.499000549316406,153900,39.499000549316406
2021-02-01,41.470001220703125,39.80009841918945,40.310001373291016,41.31999969482422,159908,41.31999969482422
