Date,High,Low,Open,Close,Volume,Adj Close
2016-09-28,1.4600000381469727,1.440000057220459,1.4450000524520874,1.4550000429153442,149203.0,1.4550000429153442
2016-10-26,1.3519999980926514,1.3320000171661377,1.3519999980926514,1.3355000019073486,597314.0,1.3355000019073486
